Player,Year,POS,club,GP,GS,MINS,G,A,G/90min,A/90min,GWG,GWA,HmG,RdG,HmA,RdA,base_salary,guaranteed_compensation,G+A
Baggio Husidic,2016,M,LA,32,19,1848,2,2,0.12,0.12,1,0,1,1,1,1,300000.0,300000.0,4
Bakary Soumare,2007,D,CHI,20,11,1104,0,0,0.0,0.0,0,0,0,0,0,0,90000.0,156000.0,0
Bakary Soumare,2008,D,CHI,31,31,2784,0,1,0.0,0.04,0,1,0,0,0,1,140000.0,206000.0,1
Bakary Soumare,2012,D,PHI,1,1,90,0,0,0.0,0.0,0,0,0,0,0,0,240000.0,280000.0,0
Bakary Soumare,2013,D,CHI,25,25,2180,1,0,0.04,0.0,0,0,0,1,0,0,310000.0,350000.0,1
Bakary Soumare,2014,D,CHI,26,25,2275,0,0,0.0,0.0,0,0,0,0,0,0,330000.0,370000.0,0
Bakary Soumare,2015,D,DAL,10,9,835,0,0,0.0,0.0,0,0,0,0,0,0,450000.0,450000.0,0
Ballou Jean-Yves Tabla,2017,F,MTL,21,11,1146,2,2,0.16,0.16,1,0,0,2,2,0,70000.0,78999.8,4
Barry Robson,2012,M,VAN,18,17,1511,3,2,0.19,0.13,1,0,3,0,2,0,879999.84,1192999.84,5
Bastian Schweinsteiger,2017,M,CHI,25,23,2018,3,6,0.14,0.27,2,2,2,1,6,0,10800000.0,10800000.0,9
Ben Hunter,2007,D,CLB,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,12900.0,12900.0,0
Ben McKendry,2015,M,VAN,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,100000.0,100000.0,0
Ben McKendry,2016,M,VAN,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,52500.0,52500.0,0
Ben McKendry,2017,M,VAN,1,1,90,0,0,0.0,0.0,0,0,0,0,0,0,130000.0,130000.0,0
Ben Polk,2016,F,POR,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,62500.0,68750.0,0
Ben Sippola,2011,M,CLB,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,65200.08,65200.08,0
Ben Speas,2012,M-F,CLB,1,1,64,0,0,0.0,0.0,0,0,0,0,0,0,58000.0,58000.0,0
Ben Speas,2013,M-F,CLB,19,10,935,1,1,0.1,0.1,1,0,0,1,0,1,62000.0,62000.0,2
Ben Speas,2014,M-F,CLB,14,8,720,1,3,0.13,0.38,0,0,1,0,2,1,130200.0,130200.0,4
Ben Speas,2015,M-F,CLB,8,2,215,0,0,0.0,0.0,0,0,0,0,0,0,136710.0,136710.0,0
Ben Swanson,2015,M,CLB,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,120000.0,160833.34,0
Ben Swanson,2016,M,CLB,1,0,16,0,0,0.0,0.0,0,0,0,0,0,0,70000.0,90416.67,0
Ben Swanson,2017,M,CLB,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,170000.0,210833.34,0
Ben Zemanski,2010,M,CHV,22,17,1543,0,1,0.0,0.06,0,0,0,0,1,0,40000.0,40000.0,1
Ben Zemanski,2011,M,CHV,28,23,2056,2,4,0.09,0.18,1,1,2,0,2,2,44000.0,44000.0,6
Ben Zemanski,2012,M,CHV,22,18,1649,0,2,0.0,0.11,0,1,0,0,0,2,57690.0,60190.0,2
Ben Zemanski,2013,M,POR,27,9,1014,1,2,0.09,0.18,0,0,0,1,2,0,147000.0,152000.0,3
Ben Zemanski,2014,M,POR,13,7,734,0,0,0.0,0.0,0,0,0,0,0,0,80850.0,83350.0,0
Ben Zemanski,2015,M,POR,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,162066.0,167066.0,0
Ben Zemanski,2016,M,POR,16,11,1010,0,1,0.0,0.09,0,0,0,0,1,0,85000.0,89000.0,1
Ben Zemanski,2017,M,POR,7,4,438,0,1,0.0,0.21,0,0,0,0,1,0,210000.0,218000.0,1
Benjamin Angoua,2017,D,NE,26,26,2311,1,0,0.04,0.0,1,0,1,0,0,0,600000.0,654333.33,1
Benji Joya,2014,M,CHI,12,9,651,1,0,0.14,0.0,0,0,0,1,0,0,48504.0,53504.0,1
Benoit Cheyrou,2015,M,TOR,29,29,2498,1,7,0.04,0.26,0,3,0,1,3,4,499999.92,518666.58,8
Benoit Cheyrou,2016,M,TOR,17,9,880,1,2,1.13,0.23,0,1,1,0,1,1,500000.0,518666.66,3
Benoit Cheyrou,2017,M,TOR,14,7,616,1,0,0.15,0.0,0,0,0,1,0,0,130008.0,130008.0,1
Bilal Duckett,2011,D,VAN,4,2,226,0,0,0.0,0.0,0,0,0,0,0,0,32600.0,32600.0,0
Bismark Adjei-Boateng,2017,M,COL,18,10,806,0,1,0.0,0.11,0,0,0,0,1,0,300000.0,341246.0,1
Blair Gavin,2010,M,CHV,16,16,1369,3,1,0.2,0.07,1,0,2,1,1,0,50000.0,69000.0,4
Blair Gavin,2011,M,CHV,18,11,958,0,3,0.0,0.28,0,0,0,0,2,1,55000.0,74000.0,3
Blair Gavin,2013,M,SEA,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,70250.0,70250.0,0
Blaise Nkufo,2010,F,SEA,13,13,1111,5,0,0.48,0.0,2,0,1,4,0,0,960000.0,960000.0,5
Blake Smith,2013,D,MTL,16,0,276,2,1,0.65,0.33,1,1,2,0,1,0,93000.0,160500.0,3
Blake Smith,2014,D,MTL,3,0,43,0,0,0.0,0.0,0,0,0,0,0,0,51150.0,84900.0,0
Blake Wagner,2007,D-M,DAL,1,1,90,0,0,0.0,0.0,0,0,0,0,0,0,66000.0,91000.0,0
Blake Wagner,2008,D-M,DAL,24,23,2068,0,0,0.0,0.0,0,0,0,0,0,0,36300.0,48800.0,0
Blake Wagner,2009,D-M,DAL,15,8,789,0,0,0.0,0.0,0,0,0,0,0,0,50930.0,63430.0,0
Bobby Boswell,2011,D,HOU,32,31,2820,5,1,0.18,0.04,2,0,3,2,1,0,420000.0,420000.0,6
Bobby Boswell,2012,D,HOU,39,39,3470,2,1,0.06,0.03,0,1,2,0,0,1,400000.0,400000.0,3
Bobby Boswell,2013,D,HOU,37,37,3310,0,1,0.0,0.03,0,1,0,0,0,1,440000.0,440000.0,1
Bobby Boswell,2016,D,DC,31,30,2722,2,1,0.07,0.03,1,1,1,1,1,0,520000.0,520000.0,3
Bobby Burling,2007,D,CHV,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,25800.0,25800.0,0
Bobby Burling,2008,D,CHV,21,18,1681,0,0,0.0,0.0,0,0,0,0,0,0,35400.0,35400.0,0
Bobby Burling,2012,D,CHV,3,3,270,0,0,0.0,0.0,0,0,0,0,0,0,48000.0,51333.33,0
Bobby Burling,2013,D,CHV,23,18,1651,0,0,0.0,0.0,0,0,0,0,0,0,85000.0,88333.33,0
Bobby Burling,2014,D,CHV,22,20,1807,1,0,0.05,0.0,1,0,1,0,0,0,115000.0,122500.0,1
Bobby Burling,2015,D,COL,22,22,1958,2,0,0.09,0.0,0,0,2,0,0,0,132500.0,140000.0,2
Bobby Burling,2016,D,COL,16,16,1415,1,0,0.06,0.0,0,0,0,1,0,0,220000.0,232000.0,1
Bobby Burling,2017,D,COL,12,8,760,0,0,0.0,0.0,0,0,0,0,0,0,120000.0,126000.0,0
Bobby Rhine,2007,M,DAL,21,9,1070,0,1,0.0,0.43,0,0,0,0,0,1,120000.0,125000.0,1
Bobby Rhine,2008,M,DAL,7,6,472,0,1,0.0,0.19,0,0,0,0,1,0,65000.0,67500.0,1
Bobby Warshaw,2011,D,DAL,17,4,461,1,0,0.2,0.0,1,0,0,1,0,0,84000.0,106500.0,1
Bobby Warshaw,2012,D,DAL,6,2,298,0,0,0.0,0.0,0,0,0,0,0,0,46200.0,57450.0,0
Bobby Warshaw,2013,D,DAL,9,1,130,0,0,0.0,0.0,0,0,0,0,0,0,50820.0,62070.0,0
Bojan Stepanovic,2009,M,CHV,16,7,756,1,2,0.12,0.24,0,1,0,1,1,1,240000.0,243500.0,3
Boniek Garcia,2016,M,HOU,31,24,2249,0,9,0.0,0.36,0,1,0,0,2,7,225000.0,247500.0,9
Boniek Garcia,2017,M,HOU,22,12,1217,0,4,0.0,0.31,0,1,0,0,3,1,450000.0,495000.0,4
Boyd Okwuonu,2015,D,RSL,3,1,118,0,0,0.0,0.0,0,0,0,0,0,0,60000.0,80000.0,0
Boyd Okwuonu,2016,D,RSL,2,1,92,0,0,0.0,0.0,0,0,0,0,0,0,132000.0,172000.0,0
Brad Davis,2007,M,HOU,21,19,1602,4,4,0.49,0.49,0,2,4,0,1,3,240000.0,240000.0,8
Brad Davis,2008,M,HOU,28,22,1957,3,8,0.15,0.4,1,4,2,1,5,3,252000.0,252000.0,11
Brad Davis,2009,M,HOU,30,29,2491,5,12,0.2,0.49,2,3,3,2,8,4,264600.0,264600.0,17
Brad Davis,2010,M,HOU,27,25,2163,5,12,0.21,0.5,2,3,4,1,6,6,215000.04,258062.54,17
Brad Davis,2011,M,HOU,37,37,3111,4,18,0.12,1.3199999999999998,0,7,3,1,14,4,470000.0,556125.0,22
Brad Davis,2012,M,HOU,37,34,3049,8,15,0.29,0.94,3,4,5,3,9,6,530000.0,624125.0,23
Brad Davis,2013,M,HOU,31,30,2677,5,10,0.35,0.56,1,3,2,3,6,4,650000.0,744125.0,15
Brad Davis,2014,M,HOU,25,25,2071,4,11,0.17,0.48,0,4,1,3,7,4,345000.0,392062.5,15
Brad Davis,2015,M,HOU,30,29,2596,4,10,0.14,0.35,1,3,3,1,8,2,400000.0,445500.0,14
Brad Evans,2007,D-M,CLB,4,1,108,0,1,0.0,0.83,0,0,0,0,1,0,17700.0,17700.0,1
Brad Evans,2008,D-M,CLB,30,22,2116,6,1,0.51,0.05,4,0,4,2,0,1,66000.0,66000.0,7
Brad Evans,2009,D-M,SEA,29,27,2504,3,2,0.12,0.08,1,1,3,0,1,1,89100.0,89100.0,5
Brad Evans,2010,D-M,SEA,12,11,965,1,3,0.09,0.28,1,2,1,0,2,1,220000.0,247500.0,4
Brad Evans,2011,D-M,SEA,22,19,1620,5,5,0.3,0.3,0,4,2,3,3,2,242000.0,269500.0,10
Brad Evans,2012,D-M,SEA,33,33,2731,4,5,0.15,0.4,1,1,3,1,2,3,290950.0,318450.0,9
Brad Evans,2013,D-M,SEA,27,24,2031,5,6,0.53,0.5900000000000001,1,1,4,1,5,1,334592.0,362092.0,11
Brad Evans,2014,D-M,SEA,30,26,2255,1,5,0.25,0.24,0,1,1,0,1,4,535330.0,587332.5,6
Brad Evans,2015,D-M,SEA,29,28,2435,1,2,0.04,0.08,1,1,1,0,2,0,553330.0,605332.5,3
Brad Evans,2016,D-M,SEA,28,21,1927,1,1,0.05,0.05,1,0,0,1,1,0,553330.0,605332.5,2
Brad Evans,2017,D-M,SEA,11,6,480,1,0,0.19,0.0,0,0,1,0,0,0,600000.0,677002.5,1
Brad Ring,2013,D,POR,4,3,271,0,0,0.0,0.0,0,0,0,0,0,0,93000.0,93000.0,0
Brad Rusin,2013,D,VAN,19,16,1391,0,0,0.0,0.0,0,0,0,0,0,0,120000.0,120000.0,0
Bradlee Baladez,2013,M-F,DAL,1,0,27,0,0,0.0,0.0,0,0,0,0,0,0,35125.0,36125.0,0
Bradley Bourgeois,2016,D,HOU,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,51500.0,51500.0,0
Bradley Orr,2014,D,TOR,19,14,1144,1,1,0.08,0.08,0,1,0,1,1,0,75000.0,75000.0,2
Brandon Aubrey,2017,D,TOR,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,150000.0,187500.0,0
Brandon Moss,2007,D,CLB,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,17700.0,17700.0,0
Brandon Prideaux,2007,D,COL,21,21,1770,0,0,0.0,0.0,0,0,0,0,0,0,76403.0,76403.0,0
Brandon Prideaux,2008,D,CHI,30,30,2504,0,1,0.0,0.04,0,0,0,0,0,1,144000.0,144000.0,1
Brandon Prideaux,2009,D,CHI,22,19,1714,0,2,0.0,0.36,0,1,0,0,2,0,151200.0,151200.0,2
Brandon Vincent,2016,D,CHI,26,24,2191,0,3,0.0,0.12,0,1,0,0,3,0,70000.0,91875.0,3
Brandon Vincent,2017,D,CHI,28,27,2431,2,5,0.08,0.19,0,2,1,1,5,0,192500.0,236250.0,7
Brandt Bronico,2017,M,CHI,4,0,53,0,0,0.0,0.0,0,0,0,0,0,0,130008.0,130008.0,0
Brendan King,2013,M,CHI,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,35125.0,35125.0,0
Brennan Tennelle,2008,M,RSL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,25800.0,25800.0,0
Brent Richards,2012,F,POR,6,2,201,0,0,0.0,0.0,0,0,0,0,0,0,62500.0,70867.29,0
Brent Richards,2013,F,POR,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,131250.0,147984.58,0
Brenton Griffiths,2013,D,COL,1,0,1,0,0,0.0,0.0,0,0,0,0,0,0,70250.0,70250.0,0
Brett Levis,2017,D,VAN,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,130000.0,135000.0,0
Brian Brown,2014,F,PHI,8,1,230,2,1,0.78,0.39,0,0,1,1,1,0,48504.0,53004.0,3
Brian Carroll,2008,M,CLB,34,34,3052,1,3,0.03,0.32,0,2,1,0,2,1,245000.0,252500.0,4
Brian Carroll,2009,M,CLB,28,28,2473,0,1,0.0,0.04,0,0,0,0,1,0,267750.0,275250.0,1
Brian Carroll,2010,M,CLB,30,29,2594,1,0,0.04,0.0,0,0,1,0,0,0,281138.0,288638.0,1
Brian Carroll,2011,M,PHI,32,32,2751,1,0,0.04,0.0,0,0,0,1,0,0,320000.0,320000.0,1
Brian Carroll,2012,M,PHI,33,32,2898,1,1,0.03,0.03,0,0,0,1,0,1,168000.0,168000.0,2
Brian Carroll,2013,M,PHI,33,33,2969,2,1,0.06,0.03,1,0,2,0,1,0,176400.0,176400.0,3
Brian Carroll,2014,M,PHI,21,17,1467,0,1,0.0,0.06,0,0,0,0,1,0,185220.0,185220.0,1
Brian Carroll,2015,M,PHI,22,21,1820,0,0,0.0,0.0,0,0,0,0,0,0,150000.0,150000.0,0
Brian Carroll,2016,M,PHI,26,23,2094,1,0,0.04,0.0,0,0,0,1,0,0,240000.0,240000.0,1
Brian Carroll,2017,M,PHI,1,0,45,0,0,0.0,0.0,0,0,0,0,0,0,132000.0,140000.0,0
Brian Ching,2007,F,HOU,23,20,1870,9,3,1.04,0.43,4,0,6,3,1,2,440000.0,440000.0,12
Brian Ching,2008,F,HOU,27,26,2276,13,5,0.56,0.21,3,1,8,5,3,2,462000.0,462000.0,18
Brian Ching,2009,F,HOU,22,21,1863,9,3,0.75,0.17,2,0,8,1,2,1,485100.0,485100.0,12
Brian Ching,2010,F,HOU,20,16,1425,7,3,0.44,0.19,1,0,5,2,2,1,350000.0,350000.0,10
Brian Ching,2011,F,HOU,24,19,1562,6,2,0.64,0.35000000000000003,3,2,5,1,1,1,750000.0,825000.0,8
Brian Ching,2012,F,HOU,34,13,1421,5,5,0.32,0.32,1,2,2,3,2,3,384000.0,472000.0,10
Brian Ching,2013,F,HOU,14,0,232,0,1,0.0,0.39,0,0,0,0,0,1,100000.0,150000.0,1
Brian Grazier,2008,M,COL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,12900.0,12900.0,0
Brian McBride,2008,F,CHI,14,13,1202,6,2,0.81,0.19,0,1,4,2,0,2,327999.84,378666.5,8
Brian McBride,2009,F,CHI,25,25,2229,7,2,0.32,0.09,1,0,3,4,1,1,720000.0,770666.66,9
Brian McBride,2010,F,CHI,26,18,1604,6,3,0.34,0.17,0,1,2,4,1,2,378000.0,403333.33,9
Brian Mullan,2007,D,HOU,32,32,2797,1,3,0.04,0.11,1,1,1,0,3,0,250000.0,250000.0,4
Brian Mullan,2008,D,HOU,32,30,2504,3,5,0.12,0.19,2,1,2,1,2,3,312480.0,331105.0,8
Brian Mullan,2009,D,HOU,28,26,2280,0,4,0.0,0.18,0,0,0,0,2,2,342000.0,360625.0,4
Brian Mullan,2011,D,COL,25,22,1935,1,2,0.05,0.38,1,1,1,0,1,1,380000.0,398625.0,3
Brian Mullan,2012,D,COL,28,25,2116,2,7,0.09,0.3,0,2,2,0,3,4,152000.0,160335.0,9
Brian Mullan,2013,D,COL,16,15,1359,0,2,0.0,0.13,0,0,0,0,2,0,324000.0,340670.0,2
Brian Mullan,2014,D,COL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,48500.0,48500.0,0
Brian Ownby,2012,M,HOU,7,0,115,0,2,0.0,1.57,0,0,0,0,1,1,88000.0,88000.0,2
Brian Ownby,2013,M,HOU,3,0,52,0,0,0.0,0.0,0,0,0,0,0,0,93000.0,93000.0,0
Brian Ownby,2014,M,HOU,19,0,329,0,0,0.0,0.0,0,0,0,0,0,0,48825.0,48825.0,0
Brian Plotkin,2007,M,CHI,8,5,460,0,0,0.0,0.0,0,0,0,0,0,0,60000.0,60000.0,0
Brian Span,2014,M,DAL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,97000.0,97000.0,0
Brian Umony,2011,F,POR,6,0,131,0,1,0.0,0.69,0,0,0,0,0,1,65004.0,85004.0,1
Brian Wright,2017,F,NE,2,0,45,0,0,0.0,0.0,0,0,0,0,0,0,65625.0,84375.0,0
Bright Dike,2011,F,POR,11,0,164,1,0,0.55,0.0,0,0,0,1,0,0,42000.0,44937.5,1
Bright Dike,2012,F,POR,12,9,896,5,0,0.5,0.0,1,0,3,2,0,0,55000.0,57937.5,5
Bright Dike,2014,F,TOR,2,0,19,0,0,0.0,0.0,0,0,0,0,0,0,60637.5,63575.0,0
Bruno Guarda,2008,M,DAL,12,9,822,1,1,0.11,0.11,0,0,0,1,1,0,45000.0,65500.0,2
Bruno Guarda,2009,M,DAL,4,2,217,0,0,0.0,0.0,0,0,0,0,0,0,70000.0,90500.0,0
Bruno Guarda,2010,M,DAL,9,2,233,0,0,0.0,0.0,0,0,0,0,0,0,150000.0,210000.0,0
Bruno Guarda,2011,M,DAL,11,5,500,0,2,0.0,0.36,0,0,0,0,0,2,96000.0,126000.0,2
Bruno Guarda,2012,M,DAL,4,1,169,0,0,0.0,0.0,0,0,0,0,0,0,60000.0,75000.0,0
Bryan Arguez,2012,M,MTL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,65000.0,65000.0,0
Bryan Gallego,2014,D,POR,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,36500.0,36750.0,0
Bryan Leyva,2010,M,DAL,1,0,13,0,0,0.0,0.0,0,0,0,0,0,0,90000.0,121666.66,0
Bryan Leyva,2011,M,DAL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,110000.0,141666.66,0
Bryan Leyva,2012,M,DAL,8,6,433,0,0,0.0,0.0,0,0,0,0,0,0,60000.0,75833.33,0
Bryan Reynolds,2017,D,DAL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,53000.0,55000.0,0
Bryan Salazar,2013,F,HOU,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,93000.0,95000.0,0
Bryan Salazar,2014,F,HOU,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,48825.0,49825.0,0
Bryan de la Fuente,2013,F,CHV,11,11,884,2,0,0.2,0.0,0,0,2,0,0,0,35125.0,35125.0,2
Bryce Alderson,2012,M,VAN,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,120000.0,150000.0,0
Bryce Alderson,2013,M,VAN,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,65000.0,80000.0,0
Bryce Alderson,2014,M,VAN,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,100000.0,115000.0,0
C.J. Brown,2007,D,CHI,32,32,2835,0,0,0.0,0.0,0,0,0,0,0,0,212782.0,212782.0,0
C.J. Brown,2008,D,CHI,3,2,194,0,0,0.0,0.0,0,0,0,0,0,0,223422.0,223422.0,0
C.J. Brown,2009,D,CHI,21,20,1754,0,0,0.0,0.0,0,0,0,0,0,0,182400.0,192000.0,0
C.J. Brown,2010,D,CHI,26,26,2340,0,0,0.0,0.0,0,0,0,0,0,0,95760.0,100560.0,0
Caleb Calvert,2013,F,CHV,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,48000.0,55500.0,0
Caleb Calvert,2014,F,CHV,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,55000.0,62500.0,0
Caleb Calvert,2015,F,COL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,65000.0,72500.0,0
Caleb Calvert,2016,F,COL,8,1,165,0,0,0.0,0.0,0,0,0,0,0,0,150000.0,165000.0,0
Caleb Calvert,2017,F,COL,12,3,378,1,1,0.24,0.24,0,1,0,1,1,0,100000.0,107500.0,2
Caleb Clarke,2012,F,VAN,2,0,15,0,0,0.0,0.0,0,0,0,0,0,0,88000.08,88000.08,0
Caleb Clarke,2013,F,VAN,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,46500.0,46500.0,0
Caleb Clarke,2014,F,VAN,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,60000.0,60000.0,0
Caleb Clarke,2015,F,VAN,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,120000.0,120000.0,0
Caleb Folan,2011,F,COL,28,18,1634,6,2,0.36,0.12,0,2,4,2,0,2,400000.0,406750.0,8
Calen Carr,2007,F,CHI,30,11,1241,3,4,0.24,1.8399999999999999,0,1,2,1,1,3,76000.0,101000.0,7
Calen Carr,2008,F,CHI,9,2,274,2,0,0.66,0.0,0,0,1,1,0,0,101200.0,126200.0,2
Calen Carr,2009,F,CHI,10,0,90,0,0,0.0,0.0,0,0,0,0,0,0,116820.0,141820.0,0
Calen Carr,2010,F,CHI,14,4,538,3,0,0.5,0.0,1,0,1,2,0,0,71250.0,75500.0,3
Calen Carr,2011,F,HOU,13,8,679,2,0,0.54,0.0,1,0,0,2,0,0,149626.0,158126.0,2
Calen Carr,2012,F,HOU,30,21,1763,5,4,0.6,0.84,2,2,3,2,3,1,157108.0,165608.0,9
Calen Carr,2013,F,HOU,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,180676.0,189176.0,0
Calum Mallace,2012,M,MTL,4,4,289,0,0,0.0,0.0,0,0,0,0,0,0,44000.0,59000.0,0
Calum Mallace,2013,M,MTL,2,0,36,0,0,0.0,0.0,0,0,0,0,0,0,94600.0,124600.0,0
Calum Mallace,2014,M,MTL,23,12,1122,1,3,0.08,0.24,0,0,0,1,1,2,50848.0,65848.0,4
Calum Mallace,2015,M,MTL,29,22,1970,0,3,0.0,0.15,0,1,0,0,2,1,120000.0,150000.0,3
Calum Mallace,2016,M,MTL,21,10,927,0,0,0.0,0.0,0,0,0,0,0,0,200000.0,232500.0,0
Calum Mallace,2017,M,MTL,7,4,298,0,0,0.0,0.0,0,0,0,0,0,0,230000.0,262500.0,0
Cam Weaver,2009,F,HOU,19,9,788,4,3,0.47,0.35,1,1,1,3,2,1,129960.0,146460.0,7
Cam Weaver,2010,F,HOU,14,9,807,3,1,0.33,0.11,1,0,1,2,0,1,85000.0,93250.0,4
Cam Weaver,2011,F,HOU,28,16,1611,4,1,0.22,0.06,0,0,3,1,1,0,178500.0,195000.0,5
Cam Weaver,2012,F,HOU,12,2,288,0,0,0.0,0.0,0,0,0,0,0,0,196350.0,212850.0,0
Cam Weaver,2013,F,HOU,27,7,873,2,1,0.25,0.55,0,1,2,0,0,1,200000.0,216813.34,3
Cam Weaver,2014,F,SEA,3,0,31,0,0,0.0,0.0,0,0,0,0,0,0,97008.0,98008.0,0
Cameron Porter,2015,F,MTL,2,1,39,0,0,0.0,0.0,0,0,0,0,0,0,100000.0,100000.0,0
Cameron Porter,2016,F,MTL,2,0,32,0,0,0.0,0.0,0,0,0,0,0,0,125000.0,139500.0,0
Camilo Sanvezzo,2011,F,VAN,32,29,2484,12,3,0.43,0.11,2,0,7,5,2,1,127920.0,133545.0,15
Camilo Sanvezzo,2012,F,VAN,28,19,1719,5,7,0.26,0.37,1,2,5,0,5,2,400000.0,475000.0,12
Camilo Sanvezzo,2013,F,VAN,32,27,2418,22,6,0.82,0.22,5,2,14,8,3,3,210000.0,247500.0,28
Carey Talley,2007,D,RSL,26,25,2195,3,1,0.12,0.04,0,1,2,1,0,1,118248.0,118248.0,4
Carey Talley,2008,D,CHV,22,20,1729,2,2,0.11,0.11,0,1,0,2,0,2,210000.0,210000.0,4
Carey Talley,2009,D,CHV,29,29,2581,0,1,0.0,0.04,0,1,0,0,1,0,256512.0,256512.0,1
Carlo Costly,2011,F,HOU,15,7,640,2,1,1.5699999999999998,0.16,0,0,1,1,1,0,670000.08,851166.74,3
Carlos Alvarez,2013,M,CHV,29,26,2182,2,3,0.08,0.12,0,0,1,1,1,2,46500.0,81500.0,5
Carlos Alvarez,2015,M,COL,1,0,31,0,0,0.0,0.0,0,0,0,0,0,0,70000.0,70000.0,0
Carlos Bocanegra,2013,D,CHV,12,12,1052,0,0,0.0,0.0,0,0,0,0,0,0,228000.0,261333.33,0
Carlos Bocanegra,2014,D,CHV,18,18,1620,0,0,0.0,0.0,0,0,0,0,0,0,300000.0,333333.33,0
Carlos Borja,2010,D,CHV,8,4,456,1,0,0.2,0.0,0,0,1,0,0,0,40000.0,40000.0,1
Carlos Borja,2013,D,CHV,26,22,2010,0,2,0.0,0.09,0,0,0,0,1,1,46500.0,46500.0,2
Carlos Carmona,2017,M,ATL,32,31,2804,2,2,0.07,0.07,0,1,1,1,2,0,1350000.0,1450000.0,4
Carlos Cermeno,2017,M,DAL,8,3,315,0,0,0.0,0.0,0,0,0,0,0,0,120000.0,123000.0,0
Carlos Gruezo,2016,M,DAL,29,28,2420,0,2,0.0,0.08,0,1,0,0,2,0,900000.0,1373000.0,2
Carlos Gruezo,2017,M,DAL,31,30,2613,0,4,0.0,0.14,0,2,0,0,3,1,495000.0,731500.0,4
Carlos Lizarazo,2016,M-F,DAL,9,2,177,0,0,0.0,0.0,0,0,0,0,0,0,125016.0,261266.0,0
Carlos Llamosa,2007,D,CHV,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,168000.0,168000.0,0
Carlos Mendes,2012,D,CLB,12,12,949,0,0,0.0,0.0,0,0,0,0,0,0,103084.0,106209.0,0
Carlos Rivas,2015,F,ORL,27,13,1372,0,4,0.0,0.26,0,1,0,0,1,3,60000.0,60000.0,4
Carlos Rivas,2016,F,ORL,21,8,799,3,4,0.34,0.45,1,1,0,3,1,3,80000.0,80000.0,7
Carlos Rivas,2017,F,ORL,30,21,1960,5,5,0.23,0.23,1,1,3,2,3,2,375000.0,375000.0,10
Carlos Ruiz,2007,F,DAL,24,21,1906,8,2,0.86,0.1,0,0,2,6,0,2,650000.0,870000.0,10
Carlos Salcedo,2013,D,RSL,13,12,1070,0,0,0.0,0.0,0,0,0,0,0,0,70250.0,70250.0,0
Carlos Salcedo,2014,D,RSL,12,8,800,1,0,0.11,0.0,0,0,1,0,0,0,97000.0,97000.0,1
Carlyle Mitchell,2012,D,VAN,2,2,180,0,0,0.0,0.0,0,0,0,0,0,0,88200.0,88200.0,0
Carlyle Mitchell,2013,D,VAN,15,13,1179,0,2,0.0,0.15,0,0,0,0,1,1,46500.0,46500.0,2
Carlyle Mitchell,2014,D,VAN,8,8,720,1,0,0.13,0.0,0,0,1,0,0,0,48825.0,50075.0,1
Casey Townsend,2012,F,CHV,17,10,907,1,2,0.1,0.2,1,0,0,1,0,2,44000.0,79000.0,3
Cedrick Mabwati,2015,M,CLB,13,1,331,1,1,0.39,0.92,0,0,1,0,1,0,402857.04,440357.04,2
Cedrick Mabwati,2016,M,CLB,17,6,593,1,0,0.15,0.0,0,0,1,0,0,0,235000.0,263350.0,1
